audit_id,gold_id,agreement_partition,system_blind,message,context,primary_intent,should_escalate,required_reply_points,forbidden_claims,draft_reply,evidence,human_groundedness,human_actionability,human_tone,human_safety,human_accept,human_critical_error,human_notes,annotator
AUD-087,SPOT-138,holdout,System A,"@user I have read on the <URL> website that they are offering a $0.99 a month introductory rate for the first three months.I cant find any equivalent in GB £ sterling for people in the UK. Does the offer exist to us, How much is it in pounds? thanks",,billing_subscription,true,Acknowledge the UK promotion and GBP-price question; verify current regional eligibility and price through an official source or billing specialist; advise against sharing payment details publicly,Do not quote a 2017 price or say the offer is available; do not claim the account or promotion was checked,"Thanks for flagging this. I don’t have enough verified context to resolve it safely here, so I’m escalating it to a support specialist.","[{""pair_id"": ""2344108"", ""conversation_id"": ""2344106"", ""message"": ""Yo @user hmu with that three months for $0.99"", ""reply"": ""Hi! The Intro Offer isn't available right now. Don't worry, you can check out other offers at <historical-link> Hope this helps"", ""similarity"": 0.3215, ""quality"": 0.6069, ""weak_intent"": ""other""}, {""pair_id"": ""2050843"", ""conversation_id"": ""2050842"", ""message"": ""@user hi, a while back you offered Spotify Premium for $0.99 for three months. Will you be doing that again?"", ""reply"": ""Hi there! We’re always offering deals for discounted or even free Premium. You can check out more info here: <historical-link>"", ""similarity"": 0.323, ""quality"": 0.425, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""2363320"", ""conversation_id"": ""2363318"", ""message"": ""@user Pass a P45 or whatever the equivalent is onto them and hire folks that can get a damn update out on time #raging"", ""reply"": ""Rest assured that our devs are already looking into this. We'll keep everyone posted once we have updates"", ""similarity"": 0.2292, ""quality"": 0.2042, ""weak_intent"": ""product_feedback""}]",,,,,,,,
AUD-044,SPOT-071,holdout,System B,@user Bring Jay-Z back,,content_catalog,false,Acknowledge the request for Jay-Z; explain that catalog availability can change; point to official catalog information or request channels,Promise Jay-Z will return; give a return date; state a specific licensing dispute as fact,"Hey! We can confirm that some of Jay Z's catalog has been removed at the request of the artist, but we'll pass on your feedback","[{""pair_id"": ""1929723"", ""conversation_id"": ""1929722"", ""message"": ""@user get 100$bill by Jay-Z on Spotify"", ""reply"": ""Hey! We can confirm that some of Jay Z's catalog has been removed at the request of the artist, but we'll pass on your feedback"", ""similarity"": 0.6305, ""quality"": 0.2469, ""weak_intent"": ""other""}]",,,,,,,,
AUD-084,SPOT-135,holdout,System A,@user hi. Every time I open the Spotify app on my iPad it redownloads all my songs again. Is there a way to fix this?,,playback_technical,false,"Acknowledge that downloads are repeatedly fetched again; offer current iPad download and offline troubleshooting; ask for app version, iPadOS version, and available storage if it continues",Do not claim a known cause or guaranteed fix; do not reuse the historical link as current without verification,"Sorry about the playback trouble. Which device, operating system, and app version are you using, and does it also happen on another network?","[{""pair_id"": ""1467033"", ""conversation_id"": ""1467032"", ""message"": ""@user I get this problem from time to time. I need to redownload all the songs that I've already downloaded months ago. ?? #Spotify"", ""reply"": ""1: Hey John, sorry to hear that! Check out the steps under “Downloads unexpectedly removed”... 2: at <historical-link> They should help with this"", ""similarity"": 0.366, ""quality"": 0.4736, ""weak_intent"": ""playback_technical""}, {""pair_id"": ""1783080"", ""conversation_id"": ""1783079"", ""message"": ""@user if I have to redownload all my songs again I’m going to move to @user consider this a warning!"", ""reply"": ""Hey! Sorry to hear that. Can you DM us your account's username or email address? We'll take a look under the hood /JS <historical-link>"", ""similarity"": 0.3367, ""quality"": 0.3225, ""weak_intent"": ""playback_technical""}, {""pair_id"": ""1894265"", ""conversation_id"": ""1894264"", ""message"": ""@user Redownload 1000+ songs every fortnight & I don't want to use up all my data on music while I'm paying for the perk of downloads."", ""reply"": ""Hey! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at <historical-link>"", ""similarity"": 0.3322, ""quality"": 0.3822, ""weak_intent"": ""playback_technical""}]",,,,,,,,
AUD-094,SPOT-163,holdout,System C,"@user - Some lovely human hacked my account and changed my login credentials. Luckily this morning I had an antiquated circle called a cd, but I won’t last long without infinite variety. Help! #hacked #spotify #help",,account_access,true,Prioritize secure compromised-account recovery and advise against posting credentials,Ask for password or email publicly; claim access was restored; minimize compromise,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-074,SPOT-112,calibration,System B,@user I was wondering what are the chances of Spotify adding King Crimson’s discography/studio albums.,,content_catalog,false,Acknowledge the request for King Crimson albums; explain catalog availability can change; direct them to official availability information or request channels,Promise the discography will be added; give odds or a date; state a specific rights issue as fact,We'd love to have them on Spotify! Hopefully we will in the future. Check this out:,"[{""pair_id"": ""853092"", ""conversation_id"": ""853087"", ""message"": ""Why is King Crimson not on Spotify come on man @user"", ""reply"": ""We'd love to have them on Spotify! Hopefully we will in the future. Check this out: <historical-link>"", ""similarity"": 0.4086, ""quality"": 0.3764, ""weak_intent"": ""other""}]",,,,,,,,
AUD-106,SPOT-171,holdout,System C,I.CANT.REGISTER!!! 😭 @user <URL>,,account_access,true,Acknowledge registration failure and route account setup help; ask only for non-sensitive error text or screenshot,Ask for password or email publicly; claim registration succeeded,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-037,SPOT-061,holdout,System C,"@user I've got the ""Get a year of Premium"" offer splash screen on my iOs app, but there wasn't any CTA to apply just a button to open a webpage... and there is no button, link or anything... How can I apply?!?! 🧐🤨 #Spotify #SpotifyPremium",,billing_subscription,true,Acknowledge that the annual Premium offer appeared but has no usable call to action; direct the customer to the verified offer page and eligibility terms and suggest a browser check; route account-specific eligibility to secure support,Do not guarantee eligibility or claim the offer was applied; do not ask for payment details or a password publicly; do not invent a link or deadline,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-092,SPOT-157,holdout,System B,Problems again @user @user still not allowing Paypal subscription keeps looping back to payment screen,,billing_subscription,true,Acknowledge repeated PayPal checkout loop; route billing diagnostics and ask for non-sensitive error details,Ask for PayPal credentials; promise a successful charge; repeat the same failed step,"Hi there. We're sorry you feel that way. We appreciate your feedback, and we'll be sure to pass this on the right folks","[{""pair_id"": ""2878168"", ""conversation_id"": ""2878166"", ""message"": ""@user Still waiting for PayPal payment option on the student subscription. Way to go Spotify :eyeroll:"", ""reply"": ""Hi there. We're sorry you feel that way. We appreciate your feedback, and we'll be sure to pass this on the right folks"", ""similarity"": 0.457, ""quality"": 0.2314, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-066,SPOT-106,holdout,System A,"@user I've linked my Spotify account to @user in the past, then I've deactivated my Facebook for over a year now, yet every time I try to sign in to Spotify, it re-activates my Facebook again!! I want to unlink my account with Facebook, I've stopped using Spotify!",,account_access,true,Route secure help for unlinking Facebook and changing the sign-in method; advise against posting account identifiers or a Facebook profile publicly; use verified account-linking steps,Claim the accounts are unlinked; ask for email password or profile URL publicly; assert why Facebook reactivates,I’m sorry you’re dealing with this. A support specialist should review it securely—please don’t post account or payment details publicly.,"[{""pair_id"": ""1205906"", ""conversation_id"": ""1205905"", ""message"": ""@user i cant link my spotify account with my facebook spotify account"", ""reply"": ""Hey Thomas, help's here! Can you send us your email address or username via DM? We'll check under the hood"", ""similarity"": 0.4927, ""quality"": 0.4461, ""weak_intent"": ""account_access""}, {""pair_id"": ""12095"", ""conversation_id"": ""12095"", ""message"": ""@user Help! I need to delete my Facebook linked account . I log in and it reactivates my Facebook 🤦🏽‍♀️"", ""reply"": ""Hey Lydia! Can you DM us your account's email address or username? We'll take a look /NS <historical-link>"", ""similarity"": 0.4867, ""quality"": 0.2661, ""weak_intent"": ""account_access""}, {""pair_id"": ""2297987"", ""conversation_id"": ""2297986"", ""message"": ""How do I open my Spotify if I deactivate my Facebook? @user"", ""reply"": ""Hey there! Can you send over your account's email address? We'll see what we can suggest"", ""similarity"": 0.4473, ""quality"": 0.3511, ""weak_intent"": ""account_access""}]",,,,,,,,
AUD-036,SPOT-047,holdout,System A,@user I WAS CHARGED THRICE FOR THE PREMIUM I CANT EVEN SUBSCRIBE 🤦‍♂️,,billing_subscription,true,Acknowledge the three charges and failed subscription; immediately route to secure billing review; request transaction or receipt identifiers only in private and remind the customer not to post financial details,Do not promise a refund or Premium activation; do not say the charges are valid; do not ask for a full card number security code or password,I’m sorry you’re dealing with this. A support specialist should review it securely—please don’t post account or payment details publicly.,"[{""pair_id"": ""1382280"", ""conversation_id"": ""1382279"", ""message"": ""@user HELP! my account was charged for premium yet my account info says I'm a free subscriber, I want to stay a premium subscriber"", ""reply"": ""Hey! Can you DM us your account's email address? We'll see what we can suggest /CB <historical-link>"", ""similarity"": 0.4386, ""quality"": 0.2544, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""2165586"", ""conversation_id"": ""2165583"", ""message"": ""@user Im a premium subscriber"", ""reply"": ""Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at <historical-link> They should help with this"", ""similarity"": 0.4249, ""quality"": 0.425, ""weak_intent"": ""billing_subscription""}, {""pair_id"": ""2310587"", ""conversation_id"": ""2310586"", ""message"": ""@user I was charged $4.99 when I'm not even subscribed."", ""reply"": ""Hey! We've just replied to your DM. Let's carry on chatting there"", ""similarity"": 0.4236, ""quality"": 0.0064, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-060,SPOT-096,holdout,System A,@user No on the shuffle of the band,"Hey there! We hear you. Just to check, did this song appear at the end of your playlist?",playlist_library,true,Clarify what no refers to and where the unexpected song appeared; ask for the playlist or artist context and device details needed to reproduce the shuffle behavior,Assume the cause of the shuffle; claim an account fix; state that the behavior is expected without understanding it,"Thanks for flagging this. I don’t have enough verified context to resolve it safely here, so I’m escalating it to a support specialist.","[{""pair_id"": ""257219"", ""conversation_id"": ""257218"", ""message"": ""fix your shuffle button @user"", ""reply"": ""Hey there! This doesn't sound good. What issues are you having and on what device? We'll see what we can suggest 🙂"", ""similarity"": 0.5245, ""quality"": 0.4017, ""weak_intent"": ""playlist_library""}, {""pair_id"": ""1944537"", ""conversation_id"": ""1944536"", ""message"": ""Why is shuffle on @user so awful?"", ""reply"": ""Hey! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: <historical-link>"", ""similarity"": 0.5274, ""quality"": 0.2411, ""weak_intent"": ""playlist_library""}, {""pair_id"": ""2349653"", ""conversation_id"": ""2349652"", ""message"": ""@user Is there a way to shuffle all artists?"", ""reply"": ""1: Hey Tony! We're afraid shuffling while listening to Your Music under the Artist category will only shuffle the music of that artist 2: You can always shuffle the songs in Your Library or specific playlists to listen to different artists"", ""similarity"": 0.4862, ""quality"": 0.35, ""weak_intent"": ""playlist_library""}]",,,,,,,,
AUD-090,SPOT-147,calibration,System A,@user no it works fine on my MacBook Air and on iPhone,That's odd. Is this also happening on a different device? Keep us in the loop,other,true,Acknowledge that the issue does not occur on the MacBook Air or iPhone; ask which device fails and what behavior or error appears there,Do not assume the failing device or underlying problem; do not claim an account investigation occurred,"Thanks for flagging this. I don’t have enough verified context to resolve it safely here, so I’m escalating it to a support specialist.","[{""pair_id"": ""55248"", ""conversation_id"": ""55246"", ""message"": ""@user Hi guys, I’m using my MacBook Air and also my iPhone 6 SE. Thanks :)"", ""reply"": ""Thanks! Does logging out > restarting the device > logging back in help? Keep us posted"", ""similarity"": 0.5815, ""quality"": 0.3492, ""weak_intent"": ""other""}, {""pair_id"": ""773104"", ""conversation_id"": ""773103"", ""message"": ""@user MacBook Air, Chrome and I’m using the web player."", ""reply"": ""1: Thanks! We're afraid it isn't possible on the web player. But you can download the desktop app at <historical-link> and... 2: sort your playlists by following the steps here: <historical-link> Let us know how it goes"", ""similarity"": 0.3854, ""quality"": 0.53, ""weak_intent"": ""playback_technical""}, {""pair_id"": ""2337102"", ""conversation_id"": ""2337096"", ""message"": ""@user no, didn't make a difference in my phone or the MacBook"", ""reply"": ""Could you DM us your account's email address or username? We'll check things backstage /KM <historical-link>"", ""similarity"": 0.3818, ""quality"": 0.45, ""weak_intent"": ""other""}]",,,,,,,,
AUD-120,SPOT-193,holdout,System A,@user Thank you SPOTIFY!!!! I love you!,,other,false,Reply with a concise appreciative acknowledgement,Open troubleshooting; request account details; claim a support action,"Thanks for flagging this. I don’t have enough verified context to resolve it safely here, so I’m escalating it to a support specialist.","[{""pair_id"": ""934491"", ""conversation_id"": ""934490"", ""message"": ""@user @user @user i need got7 on spotify!!!"", ""reply"": ""Hey! We’d love to have all of their stuff available, but we have some info about content here: <historical-link>"", ""similarity"": 0.4972, ""quality"": 0.3978, ""weak_intent"": ""other""}, {""pair_id"": ""2215888"", ""conversation_id"": ""2215883"", ""message"": ""@user Thank You"", ""reply"": ""1: No worries! To import your iTunes library, you'll need to open iTunes > go to Preferences > select Advanced > select Share iTunes... 2: Library XML with other applications > pick your device above to import the files to Spotify"", ""similarity"": 0.3909, ""quality"": 0.71, ""weak_intent"": ""other""}, {""pair_id"": ""726432"", ""conversation_id"": ""726431"", ""message"": ""@user Oops. Thank you!"", ""reply"": ""No worries! Just let us know if we can help with anything else. <historical-link>"", ""similarity"": 0.3552, ""quality"": 0.1575, ""weak_intent"": ""other""}]",,,,,,,,
AUD-068,SPOT-107,calibration,System B,@user Hi can't update payment info with new payment method. Tried canceling account and that didn't work either. HELP!,,billing_subscription,true,Acknowledge both the failed payment-method update and failed cancellation; route secure billing review; warn against posting card or account data,Claim the payment method changed or subscription cancelled; guarantee a refund; request card details publicly,"Hey Kat, help's here. Could you DM us your account's email address or username? We'll take a look backstage /AY","[{""pair_id"": ""1818439"", ""conversation_id"": ""1818438"", ""message"": ""@user help it won’t let me update my payment info for premium"", ""reply"": ""Hey Kat, help's here. Could you DM us your account's email address or username? We'll take a look backstage /AY <historical-link>"", ""similarity"": 0.401, ""quality"": 0.3108, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-022,SPOT-039,calibration,System C,@user is down 😫,,playback_technical,false,Acknowledge the apparent outage; refer only to verified current service status; ask whether it is still happening and collect region device and symptom details if so,Do not confirm a broad outage or say it is resolved without verification; do not invent a cause,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-038,SPOT-061,holdout,System B,"@user I've got the ""Get a year of Premium"" offer splash screen on my iOs app, but there wasn't any CTA to apply just a button to open a webpage... and there is no button, link or anything... How can I apply?!?! 🧐🤨 #Spotify #SpotifyPremium",,billing_subscription,true,Acknowledge that the annual Premium offer appeared but has no usable call to action; direct the customer to the verified offer page and eligibility terms and suggest a browser check; route account-specific eligibility to secure support,Do not guarantee eligibility or claim the offer was applied; do not ask for payment details or a password publicly; do not invent a link or deadline,"Hi Rachel, help has arrived. Can you DM us all accounts' (yours and your family members') email addresses or usernames? /ME","[{""pair_id"": ""1780063"", ""conversation_id"": ""1780062"", ""message"": ""Why can't I add family member to my Spotify premium account???? #frustrated #spotify #spotifypremium @user"", ""reply"": ""Hi Rachel, help has arrived. Can you DM us all accounts' (yours and your family members') email addresses or usernames? /ME <historical-link>"", ""similarity"": 0.2694, ""quality"": 0.3342, ""weak_intent"": ""account_access""}]",,,,,,,,
AUD-116,SPOT-189,holdout,System B,@user Spotify is taking out 4.99 out of my account for the student discount. What I didn’t realize is that I had to be in college so I exited out of the webpage. My Spotify still says my subscription is free but I was charged $4.99 yesterday?,,billing_subscription,true,Acknowledge student charge with free status; route secure billing review,Guarantee refund or Premium; request card or account data publicly; blame eligibility,Hi Patricia! We've just sent you a bit more info over DM. We'll carry on helping out there,"[{""pair_id"": ""1013924"", ""conversation_id"": ""1013923"", ""message"": ""@user my Spotify still says free subscription but I see that money came out of my account yesterday. What's going on??"", ""reply"": ""Hi Patricia! We've just sent you a bit more info over DM. We'll carry on helping out there"", ""similarity"": 0.4332, ""quality"": 0.055, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
AUD-103,SPOT-168,holdout,System C,"@user Do you really? Why is there no Disconnect from Facebook button, why do we need to 'log a ticket'. Good luck with GDPR.",,account_access,true,Acknowledge the Facebook-disconnect and GDPR concern; route privacy-policy review through a secure official channel,Dismiss GDPR; claim compliance; ask for account data publicly; quote a stale disconnect policy,Thanks for reaching out. A support specialist will take a look.,[],,,,,,,,
AUD-014,SPOT-028,holdout,System B,"@user Hi, I recently purchased a new Samsung gear S3 frontier and the Spotify app doesn't let me log in. It says log in failed but I use the same login on my PC and it works. Help!!",,account_access,true,Acknowledge that the credentials work on the PC but fail on the Gear S3; verify the watch app version and supported login method; move any account lookup or reset to secure support,Do not ask for the password; do not claim the credentials are wrong or the account is locked; do not promise a reset,"Hey, help's here. Can you let us know your account's email address via DM? We'll take a look backstage /NY","[{""pair_id"": ""2023365"", ""conversation_id"": ""2023364"", ""message"": ""@user I had recently purchased spotify premium and had not received it"", ""reply"": ""Hey, help's here. Can you let us know your account's email address via DM? We'll take a look backstage /NY <historical-link>"", ""similarity"": 0.374, ""quality"": 0.3011, ""weak_intent"": ""billing_subscription""}]",,,,,,,,
